Fecha,Estacion,NombreEstacion,Latitud,Longitud,pH,OD,Turbidez,Conductividad,Nitratos,DBO5,Fosfatos,Arsenico,Precipitacion_mm,Temperatura_Aire_C,ICA,Categoria_ICA
2023-02-20,CH-03,Puente Grau,-16.3984,-71.5373,7.3,7.45,12.9,400.4,2.3,1.82,0.23,0.0025,54.2,17.4,76,Buena
2023-02-21,CH-07,Uchumayo,-16.504,-71.65,7.53,5.32,19.4,789.7,7.5,6.19,0.492,0.0056,36.7,11.9,49,Mala
2023-02-21,CH-05,Tingo,-16.4305,-71.555,7.33,6.87,11.9,656.0,4.46,4.78,0.408,0.0044,41.8,12.4,67,Regular
2023-02-22,CH-04,Puente Bolognesi,-16.4018,-71.534,7.7,8.21,14.0,554.4,3.73,4.24,0.28,0.0031,59.9,15.6,67,Regular
2023-02-22,CH-08,Vitor,-16.56,-71.78,7.33,4.95,21.5,922.0,7.57,5.92,0.624,0.0072,44.0,17.6,47,Mala
2023-02-23,CH-05,Tingo,-16.4305,-71.555,7.45,7.41,16.3,645.8,5.18,3.51,0.418,0.0057,54.6,14.7,63,Regular
2023-02-23,CH-07,Uchumayo,-16.504,-71.65,7.44,5.78,18.0,823.4,6.7,5.91,0.569,0.0072,65.6,18.0,53,Regular
2023-02-24,CH-03,Puente Grau,-16.3984,-71.5373,7.75,8.15,10.5,388.2,2.55,2.81,0.225,0.0047,21.9,15.1,77,Buena
2023-02-24,CH-05,Tingo,-16.4305,-71.555,7.34,5.88,16.7,574.8,4.22,4.23,0.355,0.0055,49.2,14.0,63,Regular
2023-02-26,CH-04,Puente Bolognesi,-16.4018,-71.534,7.32,6.77,18.4,542.0,3.18,2.22,0.26,0.0036,56.2,11.0,67,Regular
2023-02-26,CH-03,Puente Grau,-16.3984,-71.5373,7.74,8.23,11.1,451.8,2.49,2.32,0.23,0.0036,36.3,14.4,77,Buena
2023-02-26,CH-08,Vitor,-16.56,-71.78,7.33,5.39,23.5,934.9,7.34,5.56,0.678,0.0079,55.2,18.7,46,Mala
2023-02-26,CH-07,Uchumayo,-16.504,-71.65,7.33,6.2,16.7,770.0,5.74,3.77,0.516,0.0072,46.8,10.7,61,Regular
2023-02-26,CH-08,Vitor,-16.56,-71.78,7.44,5.45,17.2,942.8,7.81,6.28,0.674,0.0058,40.4,16.1,51,Regular
2023-02-27,CH-05,Tingo,-16.4305,-71.555,7.73,6.4,14.7,663.8,4.33,5.4,0.397,0.0056,35.8,11.5,63,Regular
2023-02-27,CH-05,Tingo,-16.4305,-71.555,7.32,6.41,16.5,635.0,5.22,3.25,0.372,0.006,45.0,16.7,63,Regular
2023-02-27,CH-08,Vitor,-16.56,-71.78,7.23,5.04,19.0,840.2,7.06,5.85,0.751,0.0071,25.3,17.4,51,Regular
2023-02-28,CH-05,Tingo,-16.4305,-71.555,7.75,6.74,18.0,615.3,4.14,4.57,0.454,0.0067,56.2,14.7,61,Regular
2023-03-01,CH-07,Uchumayo,-16.504,-71.65,7.31,6.06,21.7,822.8,6.9,5.08,0.613,0.0055,47.6,15.0,50,Mala
2023-03-01,CH-08,Vitor,-16.56,-71.78,7.12,5.26,21.1,914.8,7.75,5.47,0.673,0.0064,53.2,12.5,48,Mala
2023-03-01,CH-01,Charcani,-16.357,-71.546,7.8,8.44,11.3,274.8,0.49,1.18,0.166,0.0025,52.8,14.8,83,Buena
2023-03-01,CH-03,Puente Grau,-16.3984,-71.5373,7.71,8.02,8.7,473.2,2.43,3.54,0.251,0.003,52.9,15.0,78,Buena
2023-03-01,CH-07,Uchumayo,-16.504,-71.65,7.62,5.71,14.3,821.9,6.79,5.27,0.565,0.0063,43.7,19.5,59,Regular
2023-03-02,CH-04,Puente Bolognesi,-16.4018,-71.534,7.74,6.78,19.1,518.5,3.06,3.39,0.352,0.0046,38.7,10.8,64,Regular
2023-03-02,CH-05,Tingo,-16.4305,-71.555,7.73,6.47,15.6,602.6,3.4,3.37,0.389,0.0052,56.2,14.2,68,Regular
2023-03-02,CH-07,Uchumayo,-16.504,-71.65,7.27,5.56,15.3,813.0,7.13,4.7,0.587,0.0064,36.5,17.3,58,Regular
2023-03-03,CH-03,Puente Grau,-16.3984,-71.5373,7.8,7.64,10.2,384.9,2.71,1.97,0.239,0.0041,30.7,13.9,78,Buena
2023-03-03,CH-01,Charcani,-16.357,-71.546,7.76,8.73,7.4,216.9,0.89,1.79,0.01,0.0028,52.7,14.8,86,Buena
2023-03-03,CH-07,Uchumayo,-16.504,-71.65,7.31,6.58,16.6,842.7,6.49,5.59,0.577,0.0078,36.8,16.4,56,Regular
2023-03-03,CH-07,Uchumayo,-16.504,-71.65,7.56,5.29,17.4,774.5,6.37,3.87,0.572,0.0072,28.4,17.8,59,Regular
2023-03-03,CH-01,Charcani,-16.357,-71.546,7.6,8.36,8.9,241.4,0.44,1.29,0.093,0.0023,59.6,12.9,86,Buena
2023-03-03,CH-01,Charcani,-16.357,-71.546,7.46,8.44,7.9,211.8,0.51,0.78,0.025,0.0027,62.8,17.6,88,Buena
2023-03-04,CH-06,Tiabaya,-16.468,-71.584,7.49,6.02,17.1,721.8,5.22,3.72,0.526,0.0052,41.8,13.5,62,Regular
2023-03-04,CH-08,Vitor,-16.56,-71.78,7.31,4.64,21.2,950.5,8.01,6.03,0.661,0.0062,41.0,18.8,46,Mala
2023-03-05,CH-06,Tiabaya,-16.468,-71.584,7.25,6.4,13.6,658.4,5.62,4.29,0.447,0.0065,39.5,18.6,64,Regular
2023-03-05,CH-03,Puente Grau,-16.3984,-71.5373,7.89,7.59,12.2,429.9,2.92,2.22,0.264,0.0038,34.1,12.7,75,Buena
2023-03-06,CH-01,Charcani,-16.357,-71.546,7.66,7.57,7.5,253.7,0.66,0.5,0.028,0.0008,53.9,19.3,89,Buena
2023-03-06,CH-04,Puente Bolognesi,-16.4018,-71.534,7.53,6.69,10.6,547.1,3.58,3.89,0.345,0.0043,54.5,19.6,72,Buena
2023-03-06,CH-08,Vitor,-16.56,-71.78,7.21,5.95,22.4,839.1,7.39,5.47,0.657,0.008,43.7,14.6,47,Mala
2023-03-06,CH-04,Puente Bolognesi,-16.4018,-71.534,7.69,8.01,16.1,559.8,3.2,3.03,0.321,0.004,55.7,13.6,68,Regular
2023-03-06,CH-05,Tingo,-16.4305,-71.555,7.75,6.91,15.8,603.5,4.5,3.1,0.409,0.0044,44.0,15.5,66,Regular
2023-03-06,CH-03,Puente Grau,-16.3984,-71.5373,7.63,7.79,12.6,418.0,2.21,3.41,0.285,0.0045,46.4,16.0,74,Buena
2023-03-07,CH-04,Puente Bolognesi,-16.4018,-71.534,7.16,6.99,13.8,556.1,4.09,3.09,0.339,0.0051,35.9,16.3,69,Regular
2023-03-07,CH-08,Vitor,-16.56,-71.78,7.25,4.26,17.6,852.2,7.39,5.31,0.708,0.0084,26.9,12.9,53,Regular
2023-03-08,CH-05,Tingo,-16.4305,-71.555,7.46,6.19,16.3,577.2,3.74,3.64,0.387,0.0056,49.4,12.4,66,Regular
2023-03-08,CH-06,Tiabaya,-16.468,-71.584,7.47,6.35,19.8,719.0,5.48,4.69,0.491,0.0055,47.4,11.8,56,Regular
2023-03-09,CH-06,Tiabaya,-16.468,-71.584,7.33,6.73,15.4,698.7,6.21,3.71,0.56,0.0066,50.2,15.7,62,Regular
2023-03-09,CH-03,Puente Grau,-16.3984,-71.5373,7.54,7.05,12.8,406.6,2.97,2.5,0.239,0.0043,42.9,18.0,74,Buena
2023-03-09,CH-01,Charcani,-16.357,-71.546,7.93,8.83,9.4,222.6,0.32,0.85,0.179,0.0016,40.1,20.8,86,Buena
2023-03-10,CH-02,Chilina,-16.3815,-71.5295,7.78,7.86,5.5,366.8,1.72,1.6,0.091,0.0025,26.5,18.1,87,Buena
2023-03-11,CH-07,Uchumayo,-16.504,-71.65,7.4,6.21,19.3,847.3,7.16,4.46,0.605,0.0063,50.0,13.5,54,Regular
2023-03-11,CH-05,Tingo,-16.4305,-71.555,7.77,7.0,13.2,651.8,4.72,3.01,0.384,0.0059,46.4,14.6,69,Regular
2023-03-12,CH-06,Tiabaya,-16.468,-71.584,7.37,6.34,18.7,708.2,5.93,5.47,0.459,0.0055,66.1,12.1,55,Regular
2023-03-12,CH-01,Charcani,-16.357,-71.546,7.64,8.4,7.3,248.2,0.29,0.5,0.071,0.0008,63.8,17.3,90,Buena
2023-03-12,CH-01,Charcani,-16.357,-71.546,7.73,8.28,10.3,237.4,0.17,1.04,0.068,0.0028,31.1,12.8,85,Buena
2023-03-12,CH-02,Chilina,-16.3815,-71.5295,7.37,8.65,12.1,337.7,1.14,0.5,0.256,0.0028,29.7,10.5,82,Buena
2023-03-13,CH-03,Puente Grau,-16.3984,-71.5373,7.69,7.58,9.9,488.6,2.13,2.73,0.289,0.0049,53.2,18.9,78,Buena
2023-03-14,CH-03,Puente Grau,-16.3984,-71.5373,7.51,7.78,4.8,437.7,3.31,2.09,0.323,0.0039,58.0,13.5,83,Buena
2023-03-15,CH-04,Puente Bolognesi,-16.4018,-71.534,7.73,7.22,15.5,461.3,3.61,3.9,0.343,0.0046,61.8,13.6,66,Regular
2023-03-17,CH-06,Tiabaya,-16.468,-71.584,7.15,6.69,19.7,718.6,5.72,4.86,0.351,0.0066,33.7,13.6,55,Regular
2023-03-17,CH-07,Uchumayo,-16.504,-71.65,7.07,5.82,22.6,765.7,6.63,5.36,0.552,0.0069,26.5,14.9,49,Mala
2023-03-18,CH-04,Puente Bolognesi,-16.4018,-71.534,7.45,7.51,18.8,493.7,3.9,2.47,0.326,0.0036,48.2,17.0,65,Regular
2023-03-18,CH-08,Vitor,-16.56,-71.78,7.31,6.25,18.2,895.8,8.16,6.09,0.646,0.0075,56.9,16.6,50,Mala
2023-03-19,CH-07,Uchumayo,-16.504,-71.65,7.28,5.94,20.7,801.6,6.42,5.39,0.544,0.0068,59.9,11.6,52,Regular
2023-03-19,CH-06,Tiabaya,-16.468,-71.584,7.68,6.99,15.5,742.8,5.7,4.66,0.526,0.0074,42.1,10.8,61,Regular
2023-03-20,CH-04,Puente Bolognesi,-16.4018,-71.534,7.53,7.58,13.1,498.6,3.89,3.98,0.311,0.0045,13.0,16.3,69,Regular
2023-03-21,CH-01,Charcani,-16.357,-71.546,7.81,9.34,3.8,255.2,0.05,0.72,0.097,0.0015,48.1,12.7,94,Excelente
2023-03-21,CH-06,Tiabaya,-16.468,-71.584,7.39,5.75,19.4,647.8,4.04,5.65,0.449,0.0046,22.1,10.7,57,Regular
2023-03-21,CH-02,Chilina,-16.3815,-71.5295,7.5,8.1,9.2,318.4,0.44,2.02,0.165,0.0032,23.2,16.9,84,Buena
2023-03-21,CH-05,Tingo,-16.4305,-71.555,7.62,8.06,15.7,581.9,5.06,3.56,0.294,0.0055,40.8,11.1,64,Regular
2023-03-21,CH-07,Uchumayo,-16.504,-71.65,7.19,5.84,20.4,872.6,6.88,5.39,0.55,0.0071,47.3,19.4,51,Regular
2023-03-22,CH-03,Puente Grau,-16.3984,-71.5373,7.73,8.51,14.0,467.8,2.92,2.64,0.273,0.0037,74.2,14.5,72,Buena
2023-03-22,CH-08,Vitor,-16.56,-71.78,7.25,5.57,15.3,929.5,7.15,5.72,0.694,0.0055,36.9,15.1,56,Regular
2023-03-24,CH-06,Tiabaya,-16.468,-71.584,7.57,6.49,23.1,792.9,4.87,3.01,0.457,0.0047,30.5,15.3,57,Regular
2023-03-24,CH-02,Chilina,-16.3815,-71.5295,7.87,8.17,16.3,358.2,1.17,2.1,0.19,0.0035,53.4,18.5,74,Buena
2023-03-24,CH-05,Tingo,-16.4305,-71.555,7.56,7.08,17.6,568.9,4.86,4.39,0.34,0.0055,49.8,13.3,60,Regular
2023-03-24,CH-07,Uchumayo,-16.504,-71.65,7.25,6.17,18.2,827.8,7.09,6.16,0.565,0.0051,34.6,13.0,52,Regular
2023-03-25,CH-01,Charcani,-16.357,-71.546,7.92,8.87,8.9,237.9,0.78,0.5,0.097,0.0027,19.7,12.2,87,Buena
2023-03-25,CH-04,Puente Bolognesi,-16.4018,-71.534,7.49,7.2,17.2,452.0,3.27,3.4,0.368,0.0059,44.7,19.6,66,Regular
2023-03-26,CH-08,Vitor,-16.56,-71.78,7.26,5.37,20.6,873.1,7.78,6.79,0.649,0.0084,47.8,19.2,46,Mala
2023-03-26,CH-01,Charcani,-16.357,-71.546,7.76,8.3,9.1,322.0,0.05,0.5,0.161,0.0028,70.4,15.8,88,Buena
2023-03-27,CH-08,Vitor,-16.56,-71.78,7.22,5.19,20.4,888.1,7.81,5.49,0.619,0.009,43.4,16.9,49,Mala
2023-03-27,CH-06,Tiabaya,-16.468,-71.584,7.49,6.1,15.6,679.5,5.73,3.85,0.402,0.0063,33.4,16.7,62,Regular
2023-03-27,CH-01,Charcani,-16.357,-71.546,7.74,8.72,8.0,283.9,0.74,0.72,0.064,0.0035,30.3,12.5,87,Buena
2023-03-27,CH-04,Puente Bolognesi,-16.4018,-71.534,7.36,7.44,13.0,520.0,3.49,2.39,0.388,0.0036,54.4,12.4,73,Buena
2023-03-29,CH-08,Vitor,-16.56,-71.78,7.63,4.77,17.9,938.1,7.23,6.65,0.617,0.0068,49.2,19.3,51,Regular
2023-03-29,CH-04,Puente Bolognesi,-16.4018,-71.534,7.44,7.92,14.3,556.3,4.1,2.32,0.304,0.0051,27.3,12.0,70,Regular
2023-03-29,CH-08,Vitor,-16.56,-71.78,7.35,5.77,19.6,906.7,7.37,5.75,0.661,0.0084,49.8,17.5,50,Mala
2023-03-30,CH-08,Vitor,-16.56,-71.78,7.27,5.2,21.9,891.4,7.42,5.18,0.653,0.0083,20.9,14.7,49,Mala
2023-03-30,CH-05,Tingo,-16.4305,-71.555,7.45,6.87,13.7,597.2,4.82,4.43,0.344,0.0047,44.5,10.6,65,Regular
2023-03-31,CH-04,Puente Bolognesi,-16.4018,-71.534,7.48,7.25,11.4,488.3,3.27,3.43,0.325,0.0049,25.8,14.7,73,Buena
2023-03-31,CH-02,Chilina,-16.3815,-71.5295,7.77,8.26,13.5,365.7,1.55,0.5,0.146,0.001,58.4,9.1,80,Buena
2023-03-31,CH-02,Chilina,-16.3815,-71.5295,7.85,7.84,12.8,326.2,1.63,1.85,0.05,0.0033,50.0,11.6,78,Buena
2023-03-31,CH-06,Tiabaya,-16.468,-71.584,7.46,6.68,19.0,760.1,5.94,4.65,0.512,0.0069,54.1,18.4,56,Regular
2023-03-31,CH-06,Tiabaya,-16.468,-71.584,7.31,6.61,19.8,737.3,5.2,4.3,0.546,0.0068,68.9,11.3,57,Regular
2023-04-01,CH-06,Tiabaya,-16.468,-71.584,7.59,6.19,10.3,720.3,6.11,5.59,0.476,0.0056,1.8,12.2,64,Regular
2023-04-01,CH-07,Uchumayo,-16.504,-71.65,7.69,7.03,11.9,883.5,6.44,5.39,0.604,0.0069,8.2,21.7,62,Regular
2023-04-01,CH-07,Uchumayo,-16.504,-71.65,7.48,6.22,15.4,879.1,6.23,5.78,0.632,0.0048,10.3,10.2,58,Regular
2023-04-01,CH-04,Puente Bolognesi,-16.4018,-71.534,7.75,7.08,7.9,567.1,4.11,1.89,0.216,0.0051,3.4,16.3,79,Buena
2023-04-01,CH-01,Charcani,-16.357,-71.546,7.62,8.83,1.6,311.5,0.46,0.87,0.119,0.0014,6.7,11.0,95,Excelente
2023-04-01,CH-03,Puente Grau,-16.3984,-71.5373,7.42,8.2,8.3,486.7,2.08,1.62,0.192,0.0044,2.8,10.5,83,Buena
2023-04-02,CH-02,Chilina,-16.3815,-71.5295,7.95,7.66,5.0,418.8,1.51,0.72,0.127,0.0023,12.6,17.3,90,Buena
2023-04-03,CH-08,Vitor,-16.56,-71.78,7.26,5.54,15.3,890.2,7.51,5.53,0.588,0.007,0.0,7.3,56,Regular
2023-04-03,CH-03,Puente Grau,-16.3984,-71.5373,7.4,7.35,9.5,479.9,1.96,2.63,0.19,0.0037,4.5,14.5,79,Buena
2023-04-03,CH-02,Chilina,-16.3815,-71.5295,7.98,8.66,2.0,371.5,1.25,1.55,0.01,0.0034,0.0,8.6,92,Excelente
2023-04-04,CH-06,Tiabaya,-16.468,-71.584,7.39,6.48,12.3,745.3,4.97,4.36,0.485,0.0068,0.0,13.2,67,Regular
2023-04-04,CH-06,Tiabaya,-16.468,-71.584,7.7,6.97,14.3,745.5,5.71,4.67,0.463,0.0055,0.0,12.6,62,Regular
2023-04-04,CH-01,Charcani,-16.357,-71.546,7.85,8.92,4.1,283.2,0.13,0.51,0.098,0.0017,0.0,17.8,94,Excelente
2023-04-04,CH-08,Vitor,-16.56,-71.78,7.14,6.44,9.2,899.4,6.49,6.78,0.584,0.0063,0.0,11.3,62,Regular
2023-04-04,CH-03,Puente Grau,-16.3984,-71.5373,7.49,7.58,4.5,466.8,2.78,2.81,0.212,0.0027,0.0,11.9,83,Buena
2023-04-04,CH-07,Uchumayo,-16.504,-71.65,7.45,6.81,8.9,861.6,6.72,4.69,0.644,0.0068,11.2,15.6,66,Regular
2023-04-04,CH-03,Puente Grau,-16.3984,-71.5373,7.62,7.7,9.4,437.9,2.42,2.08,0.168,0.0028,7.8,16.1,80,Buena
2023-04-04,CH-04,Puente Bolognesi,-16.4018,-71.534,7.53,6.22,10.2,563.2,3.77,2.27,0.357,0.0051,1.8,15.9,76,Buena
2023-04-05,CH-04,Puente Bolognesi,-16.4018,-71.534,7.5,8.31,4.4,518.6,3.02,2.23,0.354,0.0039,16.5,12.1,84,Buena
2023-04-06,CH-01,Charcani,-16.357,-71.546,7.55,9.12,6.2,369.8,0.58,1.0,0.099,0.0029,13.9,11.2,89,Buena
2023-04-07,CH-04,Puente Bolognesi,-16.4018,-71.534,7.89,7.19,4.3,601.4,4.13,4.69,0.282,0.0039,4.2,17.4,77,Buena
2023-04-07,CH-01,Charcani,-16.357,-71.546,7.52,8.93,1.0,302.3,0.49,0.8,0.036,0.0016,7.8,13.9,96,Excelente
2023-04-07,CH-01,Charcani,-16.357,-71.546,7.85,9.13,2.7,270.1,0.31,1.77,0.038,0.0024,0.0,6.3,93,Excelente
2023-04-08,CH-04,Puente Bolognesi,-16.4018,-71.534,7.53,7.8,7.6,557.2,4.37,3.32,0.357,0.005,7.7,12.7,76,Buena
2023-04-08,CH-02,Chilina,-16.3815,-71.5295,7.86,8.35,2.0,334.6,1.03,1.57,0.165,0.0027,2.1,15.0,92,Excelente
2023-04-09,CH-03,Puente Grau,-16.3984,-71.5373,7.87,7.64,6.5,501.0,2.07,1.9,0.292,0.0039,0.0,21.8,84,Buena
2023-04-09,CH-01,Charcani,-16.357,-71.546,7.95,9.09,11.3,299.5,0.54,1.59,0.063,0.0017,2.2,17.2,82,Buena
2023-04-09,CH-05,Tingo,-16.4305,-71.555,7.88,8.07,6.5,644.2,4.68,3.89,0.35,0.0051,0.0,17.9,75,Buena
2023-04-09,CH-08,Vitor,-16.56,-71.78,7.36,5.92,16.7,961.0,7.41,4.79,0.665,0.0075,12.9,11.4,56,Regular
2023-04-09,CH-07,Uchumayo,-16.504,-71.65,7.4,5.93,11.5,804.3,5.97,5.33,0.6,0.0081,0.0,18.1,64,Regular
2023-04-09,CH-06,Tiabaya,-16.468,-71.584,7.9,6.23,15.0,731.9,4.61,4.04,0.446,0.0057,0.9,12.7,65,Regular
2023-04-10,CH-03,Puente Grau,-16.3984,-71.5373,7.61,8.19,6.7,534.9,1.97,2.33,0.286,0.0041,0.0,23.9,83,Buena
2023-04-10,CH-08,Vitor,-16.56,-71.78,7.34,6.53,10.6,922.6,7.49,5.35,0.683,0.007,11.9,11.5,62,Regular
2023-04-11,CH-05,Tingo,-16.4305,-71.555,7.3,6.96,10.9,624.6,4.32,2.95,0.452,0.0033,0.0,19.1,72,Buena
2023-04-11,CH-01,Charcani,-16.357,-71.546,8.12,8.77,2.7,258.5,0.36,0.75,0.01,0.0018,3.0,16.9,95,Excelente
2023-04-12,CH-04,Puente Bolognesi,-16.4018,-71.534,7.76,8.6,12.6,636.9,3.55,3.31,0.29,0.0028,21.1,17.6,71,Buena
2023-04-12,CH-07,Uchumayo,-16.504,-71.65,7.38,6.72,8.2,793.2,6.3,5.71,0.61,0.0058,5.0,18.2,66,Regular
2023-04-12,CH-08,Vitor,-16.56,-71.78,7.06,5.35,16.1,874.8,8.09,7.06,0.73,0.0072,13.8,19.1,50,Mala
2023-04-12,CH-08,Vitor,-16.56,-71.78,7.33,5.37,14.7,946.7,8.29,5.47,0.603,0.0084,6.5,18.3,55,Regular
2023-04-12,CH-04,Puente Bolognesi,-16.4018,-71.534,7.9,7.53,6.4,585.4,3.4,2.7,0.326,0.0032,0.0,13.7,80,Buena
2023-04-13,CH-08,Vitor,-16.56,-71.78,7.02,5.94,12.6,892.9,7.25,6.04,0.568,0.0071,0.0,15.5,58,Regular
2023-04-13,CH-04,Puente Bolognesi,-16.4018,-71.534,7.53,6.82,5.3,518.4,3.0,2.52,0.309,0.0036,8.3,15.5,83,Buena
2023-04-13,CH-06,Tiabaya,-16.468,-71.584,7.2,6.43,13.3,709.5,5.32,5.48,0.453,0.0054,0.0,19.8,62,Regular
2023-04-14,CH-04,Puente Bolognesi,-16.4018,-71.534,7.54,7.45,7.1,569.5,3.83,3.82,0.286,0.0043,0.0,11.3,76,Buena
2023-04-14,CH-04,Puente Bolognesi,-16.4018,-71.534,7.77,6.85,11.0,540.5,3.79,2.69,0.41,0.004,25.7,17.2,74,Buena
2023-04-14,CH-05,Tingo,-16.4305,-71.555,7.32,7.38,11.9,585.3,4.39,3.43,0.407,0.0059,0.0,16.6,70,Regular
2023-04-14,CH-02,Chilina,-16.3815,-71.5295,7.61,8.92,6.5,359.4,1.48,0.96,0.107,0.0024,0.0,10.2,87,Buena
2023-04-14,CH-07,Uchumayo,-16.504,-71.65,7.54,6.75,13.6,834.8,6.34,4.68,0.597,0.0074,1.4,18.5,62,Regular
2023-04-15,CH-03,Puente Grau,-16.3984,-71.5373,7.71,7.93,2.6,519.7,2.97,0.97,0.263,0.005,18.5,11.3,89,Buena
2023-04-15,CH-08,Vitor,-16.56,-71.78,7.31,5.29,14.1,933.7,7.35,6.1,0.559,0.0088,0.0,18.5,56,Regular
2023-04-15,CH-03,Puente Grau,-16.3984,-71.5373,7.3,8.61,12.2,469.2,2.27,2.32,0.208,0.0032,0.0,22.7,76,Buena
2023-04-15,CH-04,Puente Bolognesi,-16.4018,-71.534,7.76,7.14,5.3,594.5,3.49,2.88,0.299,0.0053,8.2,16.4,81,Buena
2023-04-16,CH-07,Uchumayo,-16.504,-71.65,7.18,5.49,14.2,848.8,6.97,6.01,0.51,0.0061,0.0,14.6,57,Regular
2023-04-16,CH-07,Uchumayo,-16.504,-71.65,7.36,6.22,17.3,784.0,7.02,4.49,0.575,0.0072,18.4,16.9,56,Regular
2023-04-16,CH-05,Tingo,-16.4305,-71.555,7.42,6.61,7.9,719.9,4.71,4.49,0.451,0.0048,9.5,14.3,72,Buena
2023-04-17,CH-01,Charcani,-16.357,-71.546,7.76,8.87,7.1,344.8,0.28,1.17,0.044,0.0015,8.2,16.1,89,Buena
2023-04-17,CH-02,Chilina,-16.3815,-71.5295,7.75,8.5,6.6,334.4,1.37,1.17,0.108,0.0025,7.9,14.1,87,Buena
2023-04-18,CH-06,Tiabaya,-16.468,-71.584,7.45,6.89,14.9,739.7,5.26,4.19,0.489,0.0062,0.0,20.7,63,Regular
2023-04-18,CH-06,Tiabaya,-16.468,-71.584,7.14,5.84,13.9,749.4,6.06,4.25,0.556,0.0065,0.0,10.7,63,Regular
2023-04-18,CH-01,Charcani,-16.357,-71.546,8.09,8.75,3.7,314.2,0.05,1.95,0.129,0.0038,0.0,15.4,92,Excelente
2023-04-18,CH-05,Tingo,-16.4305,-71.555,7.61,7.19,8.8,659.3,3.88,4.02,0.33,0.005,2.8,13.4,74,Buena
2023-04-19,CH-05,Tingo,-16.4305,-71.555,7.9,7.37,4.4,621.0,4.44,5.62,0.397,0.0048,0.0,16.5,75,Buena
2023-04-19,CH-08,Vitor,-16.56,-71.78,6.75,5.01,12.2,971.5,8.41,5.6,0.695,0.0075,2.1,24.6,57,Regular
2023-04-19,CH-02,Chilina,-16.3815,-71.5295,7.81,8.62,5.7,405.0,1.7,0.73,0.089,0.0029,0.5,16.7,88,Buena
2023-04-20,CH-06,Tiabaya,-16.468,-71.584,7.17,7.18,6.9,747.1,5.81,3.93,0.484,0.0069,4.9,16.2,72,Buena
2023-04-21,CH-03,Puente Grau,-16.3984,-71.5373,7.72,6.82,7.1,462.6,2.25,1.46,0.221,0.0041,1.4,13.7,84,Buena
2023-04-21,CH-08,Vitor,-16.56,-71.78,7.18,5.74,10.4,955.5,7.59,4.51,0.74,0.0084,0.0,17.4,63,Regular
2023-04-21,CH-08,Vitor,-16.56,-71.78,7.07,6.1,11.0,926.4,7.0,5.69,0.616,0.0081,4.0,13.4,61,Regular
2023-04-21,CH-03,Puente Grau,-16.3984,-71.5373,7.86,7.43,7.0,470.2,2.03,2.24,0.24,0.0037,0.0,19.2,83,Buena
2023-04-22,CH-02,Chilina,-16.3815,-71.5295,7.7,8.79,4.8,374.2,1.48,2.23,0.265,0.0017,9.7,18.8,87,Buena
2023-04-23,CH-02,Chilina,-16.3815,-71.5295,7.74,8.96,2.8,423.5,1.91,1.35,0.18,0.0031,0.0,15.9,90,Buena
2023-04-23,CH-01,Charcani,-16.357,-71.546,7.82,8.53,3.6,290.2,0.49,0.54,0.063,0.0011,7.4,15.2,94,Excelente
2023-04-24,CH-03,Puente Grau,-16.3984,-71.5373,7.46,7.74,7.7,457.4,2.23,1.42,0.23,0.0039,0.0,13.7,83,Buena
2023-04-24,CH-03,Puente Grau,-16.3984,-71.5373,7.47,7.15,9.0,503.4,2.74,3.07,0.186,0.003,1.8,19.1,78,Buena
2023-04-24,CH-03,Puente Grau,-16.3984,-71.5373,7.31,7.85,7.6,449.0,2.01,2.3,0.295,0.0038,0.0,14.3,82,Buena
2023-04-25,CH-03,Puente Grau,-16.3984,-71.5373,7.69,8.62,8.6,463.3,2.52,2.63,0.195,0.0028,1.2,19.3,79,Buena
2023-04-25,CH-07,Uchumayo,-16.504,-71.65,7.27,6.35,15.3,816.7,6.67,4.46,0.489,0.0069,15.4,12.3,59,Regular
2023-04-25,CH-06,Tiabaya,-16.468,-71.584,7.64,6.5,15.5,722.3,5.15,3.9,0.481,0.0061,0.0,16.3,63,Regular
2023-04-25,CH-08,Vitor,-16.56,-71.78,7.32,6.02,14.5,903.6,7.47,5.44,0.597,0.0082,0.0,14.4,57,Regular
2023-04-25,CH-01,Charcani,-16.357,-71.546,7.63,8.94,6.9,275.6,1.05,1.94,0.114,0.0006,20.3,9.3,86,Buena
2023-04-27,CH-06,Tiabaya,-16.468,-71.584,7.5,6.0,13.5,766.7,5.49,5.52,0.387,0.006,24.8,16.1,62,Regular
2023-04-27,CH-03,Puente Grau,-16.3984,-71.5373,7.56,6.39,7.7,444.2,2.39,2.63,0.222,0.0036,0.0,14.5,81,Buena
2023-04-27,CH-02,Chilina,-16.3815,-71.5295,7.5,7.62,5.3,403.6,0.67,2.41,0.166,0.003,7.7,15.5,87,Buena
2023-04-28,CH-03,Puente Grau,-16.3984,-71.5373,7.69,8.08,9.6,458.7,2.29,1.57,0.344,0.0043,6.0,16.6,81,Buena
2023-04-28,CH-07,Uchumayo,-16.504,-71.65,7.53,6.01,10.0,792.2,5.87,6.01,0.621,0.0069,12.0,14.0,64,Regular
2023-04-28,CH-01,Charcani,-16.357,-71.546,7.69,8.73,1.3,327.4,0.11,1.27,0.01,0.0013,16.7,12.8,96,Excelente
2023-04-29,CH-05,Tingo,-16.4305,-71.555,6.96,6.26,7.9,639.7,4.07,4.09,0.428,0.0045,0.0,16.1,74,Buena
