Fecha,Estacion,pH,OD,Turbidez,Conductividad,Nitratos
2023-07-10,E01,7.65,9.25,7.7,252.2,0.64
2023-07-10,E03,7.47,8.1,6.7,415.5,0.38
2023-07-10,E06,7.27,6.54,15.3,666.3,3.74
2023-07-10,E07,7.07,6.5,11.9,849.9,5.54
2023-07-11,E03,7.88,7.24,7.7,390.5,1.75
2023-07-11,E03,7.55,7.85,11.1,370.2,0.21
2023-07-11,E07,7.36,6.16,12.1,773.6,5.06
2023-07-12,E01,8.0,8.85,8.0,331.3,1.01
2023-07-12,E01,7.88,9.04,5.3,320.8,0.87
2023-07-12,E03,7.42,8.74,13.3,511.9,1.09
2023-07-12,E04,7.6,8.15,7.0,536.0,1.48
2023-07-12,E05,7.46,6.95,5.5,558.3,1.77
2023-07-12,E06,7.19,5.86,11.0,646.5,3.63
2023-07-13,E03,7.53,7.15,10.1,430.9,1.07
2023-07-13,E04,7.32,7.92,10.3,544.1,1.08
2023-07-14,E04,7.41,7.26,7.1,445.8,2.2
2023-07-14,E05,7.75,7.18,9.9,524.4,2.01
2023-07-14,E06,7.49,6.35,8.3,655.6,3.9
2023-07-14,E07,7.5,6.77,18.8,773.5,5.33
2023-07-14,E08,7.14,5.55,11.8,958.0,7.88
2023-07-15,E07,7.09,5.71,10.2,813.9,5.57
2023-07-15,E08,7.33,6.62,9.2,880.2,7.42
2023-07-16,E04,7.36,7.09,13.7,492.9,1.74
2023-07-16,E08,7.17,5.53,8.8,928.4,7.55
2023-07-16,E08,7.28,5.98,8.8,873.8,7.69
2023-07-18,E01,7.88,7.57,8.2,352.4,0.16
2023-07-18,E01,7.82,8.93,8.7,403.7,0.65
2023-07-18,E04,7.24,7.45,9.5,447.1,0.95
2023-07-18,E06,7.41,6.46,13.9,611.7,3.54
2023-07-18,E07,7.18,5.9,7.8,782.4,5.18
2023-07-18,E08,6.95,5.61,12.4,943.4,7.69
2023-07-18,E08,7.46,5.86,12.3,853.8,7.79
2023-07-18,E08,7.04,5.13,14.9,895.6,7.26
2023-07-19,E05,7.4,7.03,11.9,566.1,1.84
2023-07-19,E06,7.16,6.28,13.3,597.5,4.66
2023-07-19,E07,7.03,4.75,10.3,748.9,5.7
2023-07-20,E01,7.66,8.04,8.2,323.7,0.82
2023-07-20,E02,7.64,8.41,7.6,398.0,0.89
2023-07-20,E02,7.76,8.42,5.3,413.2,0.95
2023-07-20,E03,7.67,7.84,6.4,436.4,0.6
2023-07-20,E04,7.47,7.63,10.3,446.3,1.26
2023-07-20,E05,7.41,6.77,8.0,605.4,2.42
2023-07-22,E01,7.84,9.0,6.3,294.8,0.5
2023-07-23,E07,7.45,6.07,12.0,737.9,5.81
2023-07-23,E08,7.25,4.98,8.8,970.5,7.67
2023-07-24,E03,8.13,8.21,8.0,484.5,1.08
2023-07-24,E04,7.39,7.36,12.3,521.8,1.0
2023-07-24,E04,7.33,7.25,10.3,552.4,1.19
2023-07-25,E03,7.4,7.21,12.6,392.1,1.26
2023-07-25,E04,7.31,6.97,4.4,503.2,1.41
2023-07-25,E08,7.19,5.17,17.4,863.3,7.73
2023-07-26,E05,7.35,6.51,6.7,583.1,1.75
2023-07-26,E08,7.1,5.53,10.4,965.9,7.88
2023-07-27,E03,7.72,7.47,4.9,376.9,0.9
2023-07-27,E03,7.28,8.52,10.2,386.3,1.16
2023-07-27,E04,7.51,7.08,11.2,502.2,1.03
2023-07-27,E07,7.26,6.51,11.0,769.9,5.39
2023-07-27,E07,7.05,6.79,11.5,752.3,4.93
2023-07-28,E02,7.67,8.97,5.3,414.6,0.09
2023-07-28,E05,7.26,7.3,8.2,547.2,2.52
2023-07-28,E05,7.56,7.47,8.6,569.0,2.3
2023-07-28,E08,7.33,6.36,11.3,932.6,7.67
2023-07-29,E05,7.37,7.98,10.0,595.4,2.54
2023-07-29,E06,7.18,6.2,12.4,671.3,3.43
2023-07-29,E08,7.0,5.52,13.1,936.8,7.48
2023-07-30,E01,7.64,8.79,4.4,327.8,0.68
2023-07-30,E02,7.52,8.82,9.4,347.9,0.81
2023-07-30,E04,7.4,7.4,7.8,419.7,1.36
2023-07-30,E06,7.22,5.7,8.0,661.3,3.31
2023-07-30,E06,7.39,5.92,11.7,688.4,3.54
2023-07-30,E06,7.47,7.11,10.6,678.8,3.29
2023-07-30,E07,7.22,6.06,11.0,752.5,4.55
2023-07-31,E05,7.38,6.66,9.8,512.3,1.43
2023-08-01,E03,8.0,7.26,7.6,360.5,1.21
2023-08-01,E05,7.52,7.1,9.9,546.4,2.45
2023-08-02,E08,7.05,4.66,11.0,882.8,7.74
2023-08-03,E05,7.7,7.58,16.9,644.8,1.64
2023-08-03,E07,7.39,6.35,10.2,732.5,5.34
2023-08-03,E08,6.98,5.58,8.8,942.2,8.04
2023-08-04,E05,7.79,7.73,15.0,552.5,2.45
2023-08-04,E08,7.35,5.89,13.3,970.0,7.82
2023-08-04,E08,6.66,4.96,14.2,939.1,8.7
2023-08-05,E01,8.07,9.05,0.8,303.6,0.96
2023-08-05,E06,7.28,6.67,14.4,687.1,3.83
2023-08-05,E07,7.19,6.38,15.9,823.7,4.86
2023-08-05,E08,7.21,5.39,10.9,984.2,7.62
2023-08-06,E08,7.28,5.08,15.6,919.1,7.78
2023-08-07,E06,7.32,6.56,11.2,623.3,2.64
2023-08-08,E02,7.6,8.68,6.6,265.1,2.18
2023-08-08,E04,7.47,7.17,11.8,492.7,1.47
2023-08-09,E03,7.54,7.79,8.2,484.4,0.84
2023-08-09,E03,7.76,7.89,10.8,427.2,0.93
2023-08-10,E03,7.49,8.18,13.0,452.7,0.63
2023-08-10,E05,7.51,6.75,10.9,599.0,2.27
2023-08-10,E06,7.25,5.85,9.7,639.6,3.15
2023-08-10,E07,7.38,5.42,12.4,801.1,5.61
2023-08-11,E01,7.92,8.42,1.7,256.3,0.3
2023-08-11,E01,7.67,8.78,6.4,349.6,0.23
2023-08-11,E05,7.35,7.22,11.7,566.7,2.1
2023-08-12,E02,7.56,8.16,7.4,318.4,0.67
2023-08-12,E04,7.57,6.15,10.0,439.2,1.01
2023-08-12,E05,7.43,6.98,9.2,604.6,1.62
2023-08-12,E06,7.14,7.52,16.8,656.6,3.38
2023-08-12,E06,7.66,5.65,13.7,621.0,3.0
2023-08-13,E01,7.81,9.13,2.9,280.5,1.19
2023-08-13,E03,7.5,8.37,10.4,430.3,0.92
2023-08-13,E08,6.77,5.71,8.2,902.1,8.16
2023-08-14,E06,7.15,6.18,11.1,662.7,4.04
2023-08-15,E01,7.92,8.84,8.1,316.2,0.31
2023-08-15,E07,7.04,6.91,12.2,778.8,5.28
2023-08-15,E07,7.51,5.46,5.7,748.2,5.51
2023-08-16,E02,7.92,8.83,7.1,392.1,0.5
2023-08-16,E06,7.17,5.91,6.4,647.5,3.9
2023-08-17,E04,7.9,7.29,8.2,443.3,1.62
2023-08-18,E03,8.0,7.43,7.7,394.7,1.18
2023-08-18,E06,7.46,6.49,9.4,646.9,3.5
2023-08-19,E02,7.67,7.82,9.1,324.4,0.4
2023-08-19,E05,7.08,7.13,12.1,607.4,1.96
2023-08-19,E06,7.18,6.08,5.4,589.6,3.26
2023-08-19,E06,7.54,6.34,10.2,633.4,3.6
2023-08-20,E01,7.73,9.1,6.3,288.8,0.21
2023-08-20,E04,7.65,7.45,3.9,481.2,1.01
2023-08-21,E02,7.75,7.94,9.5,402.9,0.47
2023-08-21,E07,6.86,5.92,13.5,772.5,5.34
2023-08-22,E07,7.13,6.17,9.7,749.9,5.97
2023-08-22,E08,6.88,5.99,11.8,938.3,8.27
2023-08-23,E02,7.56,8.37,9.5,379.3,0.89
2023-08-23,E05,7.51,7.57,10.0,592.3,2.18
2023-08-24,E02,7.96,8.68,6.3,321.7,0.61
2023-08-24,E07,6.88,6.08,10.7,774.8,4.77
2023-08-24,E08,6.86,5.71,18.0,956.4,7.82
2023-08-25,E01,7.49,9.23,4.6,306.9,0.57
2023-08-25,E03,7.36,8.2,9.7,412.4,1.75
2023-08-25,E07,7.04,5.91,10.0,809.8,6.03
2023-08-25,E08,7.02,6.65,12.1,957.8,8.44
2023-08-26,E01,7.96,8.61,5.0,277.6,1.08
2023-08-26,E03,7.38,7.95,2.6,385.1,0.16
2023-08-27,E04,7.38,7.78,9.5,474.3,1.14
2023-08-28,E04,7.37,8.15,10.6,528.4,1.5
2023-08-28,E04,7.44,7.67,8.8,521.1,1.73
2023-08-29,E05,7.25,6.36,9.3,537.7,1.65
2023-08-29,E05,7.45,6.43,9.4,593.3,2.43
2023-08-29,E07,7.18,6.04,15.3,866.8,6.12
2023-08-30,E01,7.78,8.7,5.7,272.8,0.97
2023-08-31,E03,7.34,8.29,2.9,383.8,1.34
2023-09-01,E05,7.43,7.61,11.5,523.6,2.18
2023-09-02,E01,7.51,8.67,6.3,318.6,0.79
2023-09-02,E07,7.05,6.24,13.5,773.4,5.19
2023-09-03,E01,7.97,9.86,7.5,305.1,1.16
2023-09-03,E03,7.97,8.61,7.5,355.3,0.87
2023-09-03,E07,7.34,6.31,9.2,821.3,5.25
2023-09-04,E03,7.58,8.6,10.9,444.7,0.97
2023-09-04,E04,7.6,7.15,11.9,552.1,1.68
2023-09-04,E06,7.13,6.32,10.2,728.3,3.38
2023-09-04,E07,7.07,5.28,11.5,784.4,5.58
2023-09-05,E04,7.5,7.8,9.5,561.2,1.34
2023-09-07,E02,7.85,8.14,5.8,331.6,1.08
2023-09-07,E03,7.58,7.66,10.7,369.6,0.26
2023-09-07,E05,7.27,7.32,17.0,597.2,2.57
2023-09-08,E04,7.31,6.78,11.8,457.4,0.91
2023-09-08,E04,7.45,7.67,2.7,488.0,0.73
2023-09-08,E08,6.92,4.95,13.4,944.4,7.63
2023-09-09,E05,7.05,7.52,5.5,569.3,2.36
2023-09-10,E01,7.84,9.53,13.1,319.8,1.19
2023-09-10,E07,7.17,5.44,6.0,811.4,4.74
2023-09-11,E01,7.9,9.31,0.9,359.5,0.64
2023-09-11,E02,7.79,8.36,2.3,324.2,0.59
2023-09-11,E05,7.27,6.37,6.8,538.7,2.65
2023-09-11,E06,7.31,5.75,8.8,695.9,3.3
2023-09-11,E06,7.39,5.8,8.1,629.8,3.33
2023-09-12,E04,7.44,7.48,10.4,504.1,2.17
2023-09-12,E05,7.53,6.83,10.1,595.5,2.4
2023-09-12,E08,7.08,5.4,9.8,911.1,7.91
2023-09-13,E02,7.6,7.89,8.2,411.2,0.88
2023-09-13,E05,7.41,6.43,9.1,565.6,2.02
2023-09-13,E08,6.93,4.46,16.4,932.1,8.02
2023-09-14,E02,7.58,8.64,9.6,326.5,1.09
2023-09-14,E03,7.29,8.84,8.5,405.6,0.76
2023-09-14,E03,7.95,9.21,8.2,459.1,1.39
2023-09-14,E03,7.62,8.89,9.3,392.1,1.14
2023-09-14,E04,7.6,7.86,6.8,448.5,1.26
2023-09-14,E06,7.17,6.86,3.0,710.0,3.9
2023-09-14,E06,7.19,6.66,2.1,623.8,2.68
2023-09-15,E04,7.39,7.38,13.5,528.4,1.68
2023-09-15,E05,7.55,6.83,9.6,563.7,2.23
2023-09-15,E05,7.66,7.22,6.8,546.4,1.76
2023-09-15,E06,7.34,7.07,9.9,626.4,3.59
2023-09-15,E07,7.11,5.61,13.9,759.2,5.54
2023-09-16,E08,7.18,4.87,10.0,899.2,7.01
2023-09-17,E01,7.67,9.65,9.3,350.8,0.69
2023-09-17,E04,7.37,7.6,9.8,498.4,1.61
2023-09-17,E05,7.2,7.08,12.2,625.6,2.24
2023-09-17,E07,7.12,5.29,12.8,808.7,5.53
2023-09-17,E08,7.19,6.48,10.5,977.1,8.01
2023-09-19,E02,7.79,7.77,8.5,370.7,1.0
2023-09-19,E04,7.46,7.49,7.1,489.1,1.34
2023-09-19,E06,7.3,6.46,12.8,625.4,3.8
2023-09-20,E03,7.7,8.67,3.6,446.5,1.41
2023-09-20,E06,7.47,6.76,6.7,590.4,3.05
2023-09-21,E02,7.98,8.01,8.9,338.9,0.05
2023-09-21,E02,7.74,8.49,3.3,309.4,0.38
2023-09-21,E05,7.39,6.7,15.0,555.2,2.18
2023-09-21,E07,7.02,6.05,10.8,797.4,5.85
2023-09-22,E05,7.48,7.09,9.4,498.1,1.59
2023-09-22,E07,7.19,6.47,10.1,793.4,5.32
2023-09-23,E02,7.46,8.92,13.2,310.7,1.12
2023-09-23,E05,7.21,6.61,4.7,542.2,1.81
2023-09-24,E02,7.91,7.78,6.3,364.7,0.44
2023-09-24,E04,7.47,6.77,13.0,505.1,0.89
2023-09-24,E08,7.11,5.69,10.4,944.6,8.36
2023-09-24,E08,7.06,4.25,8.9,929.7,7.19
2023-09-25,E07,7.06,5.87,10.3,821.0,4.75
2023-09-26,E05,7.32,6.95,17.9,507.4,2.1
2023-09-26,E06,7.32,6.51,9.1,682.9,2.83
2023-09-26,E08,7.05,5.49,6.4,965.6,8.32
2023-09-27,E02,7.85,9.01,12.9,411.5,0.78
2023-09-27,E07,7.35,5.95,14.0,733.9,5.46
2023-09-28,E01,8.05,7.59,9.1,313.2,0.44
2023-09-29,E01,7.91,8.64,10.5,342.8,0.58
2023-09-29,E03,7.93,8.16,9.4,388.1,1.13
2023-09-29,E03,7.26,7.91,4.7,428.7,0.93
2023-09-29,E07,7.33,6.47,10.8,791.4,5.99
2023-09-30,E04,7.18,7.56,5.5,539.7,1.82
2023-10-01,E06,7.36,5.92,6.9,667.3,4.13
2023-10-01,E07,7.07,6.26,16.0,827.0,5.67
2023-10-02,E01,7.82,8.27,4.3,300.3,0.44
2023-10-02,E05,7.49,6.62,4.5,570.2,1.83
2023-10-03,E03,7.47,7.78,14.0,414.5,1.21
2023-10-03,E04,7.31,7.1,10.8,479.4,1.94
2023-10-03,E05,7.35,7.4,6.1,502.9,2.63
2023-10-04,E06,7.35,7.26,16.2,619.3,3.46
2023-10-05,E04,7.49,7.07,6.8,545.4,1.3
2023-10-05,E05,7.31,8.2,13.8,584.0,2.18
2023-10-05,E07,7.21,6.16,8.5,760.1,5.39
2023-10-06,E01,8.01,8.09,6.8,271.3,0.18
2023-10-06,E03,7.93,7.59,5.6,389.0,0.84
2023-10-06,E04,7.5,8.06,8.1,473.4,1.01
2023-10-07,E02,7.82,8.04,9.8,435.1,0.48
2023-10-07,E07,7.0,6.44,10.7,811.4,5.56
2023-10-08,E04,7.76,7.64,13.4,481.2,0.82
2023-10-08,E05,7.32,7.04,12.7,649.1,2.68
2023-10-08,E06,7.21,7.02,15.1,663.7,3.37
2023-10-09,E03,7.57,7.98,7.7,401.5,1.1
2023-10-09,E04,7.4,7.27,9.5,500.7,0.45
2023-10-09,E05,7.36,6.92,12.6,586.5,2.24
2023-10-09,E06,7.19,6.85,12.6,643.2,2.66
2023-10-09,E06,7.21,6.48,15.9,666.8,3.09
2023-10-10,E02,8.11,9.15,7.1,405.0,0.47
2023-10-10,E04,7.66,7.52,9.9,504.8,1.78
2023-10-10,E04,7.58,6.96,8.8,500.5,1.08
2023-10-10,E04,7.68,7.31,10.3,519.6,1.43
2023-10-10,E06,7.25,6.95,8.2,580.2,3.0
2023-10-10,E08,7.2,5.84,10.6,979.2,7.85
2023-10-11,E04,7.62,7.21,8.7,486.7,1.83
2023-10-11,E04,7.54,7.18,6.2,465.8,0.89
2023-10-11,E06,7.34,6.1,12.3,655.0,3.18
2023-10-12,E02,7.86,8.07,9.6,357.7,0.72
2023-10-12,E04,7.29,8.08,6.2,562.8,1.44
2023-10-12,E07,7.17,5.38,9.1,759.7,5.52
2023-10-12,E08,7.3,5.49,12.5,972.9,7.6
2023-10-13,E01,7.98,9.22,11.5,295.0,0.52
2023-10-13,E04,7.28,6.68,7.0,518.3,2.03
2023-10-13,E05,7.06,6.84,8.0,552.8,1.77
2023-10-13,E07,7.2,6.42,17.2,712.0,6.26
2023-10-14,E05,6.92,7.68,12.7,499.3,1.17
2023-10-15,E01,7.67,9.57,8.1,384.7,0.72
2023-10-15,E02,7.98,7.51,7.5,413.6,0.64
2023-10-15,E02,7.71,8.31,3.9,379.7,0.67
2023-10-15,E04,7.39,7.94,8.3,488.9,1.65
2023-10-15,E06,7.37,6.49,14.2,658.2,2.79
2023-10-15,E07,6.85,6.19,14.4,780.3,5.48
2023-10-15,E08,6.82,5.69,13.4,982.8,7.88
2023-10-16,E04,7.53,7.4,10.0,478.4,1.89
2023-10-16,E08,7.25,5.19,8.1,903.3,8.07
2023-10-17,E01,7.65,8.97,10.4,318.6,0.45
2023-10-17,E02,7.78,7.91,8.2,336.6,0.29
2023-10-17,E05,7.52,8.25,10.0,567.1,1.88
2023-10-17,E07,6.93,5.62,8.6,724.3,5.15
2023-10-17,E08,7.26,6.22,13.6,866.7,8.61
2023-10-18,E03,7.77,7.95,4.7,432.8,1.11
2023-10-18,E07,7.2,6.11,13.7,768.5,5.47
2023-10-18,E07,7.16,5.26,16.0,827.4,6.01
2023-10-19,E02,7.81,9.17,3.7,327.9,0.35
2023-10-19,E04,7.56,7.58,10.7,450.4,1.48
2023-10-19,E04,7.45,7.72,12.0,530.3,1.51
2023-10-19,E04,7.68,7.28,6.6,557.5,1.04
2023-10-19,E04,7.42,7.45,9.4,482.8,1.2
2023-10-19,E05,7.28,7.4,12.3,597.6,2.2
2023-10-19,E06,7.09,6.88,3.8,690.5,3.56
2023-10-20,E03,7.46,7.85,9.0,406.0,0.59
2023-10-20,E03,7.35,8.11,9.1,446.1,0.79
2023-10-20,E07,7.23,5.77,11.0,827.7,5.5
2023-10-21,E02,7.95,8.0,9.6,406.0,0.49
2023-10-21,E05,7.43,6.53,6.9,553.9,1.86
2023-10-21,E06,7.15,6.42,6.6,706.6,3.17
2023-10-21,E07,7.3,6.5,11.2,824.2,4.68
2023-10-22,E08,7.0,5.43,11.9,966.3,8.38
2023-10-23,E01,7.92,9.32,4.3,301.4,0.7
2023-10-25,E06,7.43,6.32,14.4,662.3,2.89
2023-10-26,E01,7.68,9.55,7.8,438.0,0.13
2023-10-26,E02,7.67,8.26,12.7,383.4,0.53
2023-10-27,E02,7.56,8.59,7.3,366.6,1.16
2023-10-28,E04,7.7,7.27,8.9,447.1,1.44
2023-10-28,E04,7.79,8.04,6.1,519.1,1.11
2023-10-28,E06,7.31,5.41,11.6,660.3,3.79
2023-10-28,E08,7.19,4.53,6.2,965.9,8.2
2023-10-29,E01,7.55,8.97,8.0,246.5,0.64
2023-10-29,E02,7.5,8.02,10.1,362.5,1.14
2023-10-29,E02,7.58,8.35,9.2,332.6,0.05
2023-10-29,E04,7.74,6.95,10.2,471.7,1.6
2023-10-29,E05,7.71,6.82,10.6,512.9,1.61
2023-10-29,E08,7.1,5.52,11.9,948.2,7.52
2023-10-29,E08,7.25,6.06,13.0,996.0,8.18
2023-10-30,E07,7.13,5.62,8.3,826.5,5.85
2023-10-31,E02,7.82,7.87,9.1,417.7,0.79
2023-10-31,E05,7.45,7.16,9.9,575.4,2.08
2023-10-31,E07,6.92,5.97,11.9,747.4,5.56
2023-10-31,E08,6.76,5.63,12.9,886.9,7.86
2023-11-02,E02,7.61,7.29,5.1,315.6,1.03
2023-11-02,E04,7.39,6.99,5.2,505.1,1.13
2023-11-03,E02,7.66,7.6,3.6,357.0,0.73
2023-11-03,E03,7.69,7.89,4.9,445.6,0.72
2023-11-03,E03,7.65,7.4,14.6,403.5,1.26
2023-11-03,E05,7.12,8.02,11.1,604.2,2.1
2023-11-04,E01,7.79,8.47,10.4,361.0,0.72
2023-11-04,E04,7.53,8.14,3.4,511.3,1.33
2023-11-04,E07,7.17,6.01,12.1,742.5,5.13
2023-11-05,E04,7.46,7.66,8.1,541.6,1.22
2023-11-06,E01,7.88,7.57,5.6,237.7,0.6
2023-11-06,E02,7.58,8.35,8.8,415.2,0.05
2023-11-06,E04,7.65,6.62,12.1,434.8,1.42
2023-11-06,E04,7.51,7.45,13.0,550.7,1.6
2023-11-07,E01,8.05,10.06,7.4,298.6,0.27
2023-11-07,E03,7.54,8.49,10.5,467.8,1.02
2023-11-07,E03,7.72,7.44,9.3,443.4,0.28
2023-11-07,E05,7.23,7.5,10.2,565.7,1.58
2023-11-07,E07,7.41,5.97,12.2,824.5,6.1
2023-11-07,E07,6.94,5.96,14.7,853.5,5.4
2023-11-08,E04,7.13,7.27,9.1,486.4,1.43
2023-11-08,E04,7.54,7.69,10.2,452.3,1.74
2023-11-08,E08,7.4,5.33,15.3,959.9,8.12
2023-11-08,E08,6.85,6.24,11.4,917.1,8.15
2023-11-08,E08,7.15,4.96,10.3,971.0,8.18
2023-11-09,E02,7.72,8.65,4.5,397.1,0.14
2023-11-09,E02,7.56,9.06,10.2,284.3,1.07
2023-11-09,E05,7.25,5.87,9.9,523.2,2.1
2023-11-09,E08,7.31,5.82,12.4,923.9,7.89
2023-11-10,E01,7.81,9.4,7.3,341.9,0.77
2023-11-10,E05,7.3,7.21,9.3,542.8,2.57
2023-11-11,E02,7.72,8.7,9.7,354.0,0.63
2023-11-11,E03,7.75,8.58,7.9,446.2,0.88
2023-11-12,E04,7.84,7.62,9.5,495.3,1.87
2023-11-12,E07,7.17,5.91,14.8,769.7,5.56
2023-11-13,E03,7.36,7.87,4.8,413.9,1.77
2023-11-13,E03,7.84,7.29,8.3,370.2,0.84
2023-11-14,E01,8.17,8.34,9.3,339.2,1.16
2023-11-14,E03,7.81,8.29,7.7,417.4,0.75
2023-11-14,E07,7.05,5.68,13.7,768.0,5.45
2023-11-14,E08,7.1,5.84,11.8,880.2,8.13
2023-11-15,E02,7.54,8.94,9.1,340.0,0.92
2023-11-15,E02,7.48,8.78,9.5,323.3,0.55
2023-11-15,E05,7.32,6.95,13.2,461.3,1.76
2023-11-15,E08,6.92,6.76,13.3,944.0,8.37
2023-11-16,E01,7.61,8.89,6.9,348.0,0.53
2023-11-16,E03,7.5,8.02,9.2,497.5,1.28
2023-11-16,E04,7.42,7.92,8.5,542.2,1.3
2023-11-16,E07,7.07,5.83,13.2,790.8,5.31
2023-11-17,E01,8.01,8.55,5.4,251.9,0.3
2023-11-17,E02,7.52,7.95,9.1,296.4,0.63
2023-11-17,E04,7.51,7.35,14.8,431.8,0.8
2023-11-17,E05,7.63,6.11,11.1,551.2,2.25
2023-11-17,E08,7.21,5.28,8.2,949.6,7.4
2023-11-19,E03,7.49,7.75,9.7,406.4,0.51
2023-11-19,E08,6.95,5.43,15.2,949.1,8.13
2023-11-20,E01,7.67,8.75,7.4,356.1,0.15
2023-11-20,E02,7.7,8.43,11.4,358.8,0.97
2023-11-20,E05,7.58,6.76,11.1,642.2,1.71
2023-11-21,E02,7.87,9.18,5.0,324.0,0.53
2023-11-21,E03,7.52,8.56,7.7,440.4,1.22
2023-11-21,E05,7.23,6.78,15.4,610.7,1.78
2023-11-22,E01,7.53,8.12,7.8,286.5,0.73
2023-11-22,E03,7.59,8.2,7.1,425.1,0.39
2023-11-22,E03,7.7,7.86,6.7,437.3,0.97
2023-11-22,E06,7.32,6.49,13.4,681.8,3.87
2023-11-23,E06,7.3,7.28,10.3,668.5,3.61
2023-11-24,E04,7.39,7.39,14.0,454.4,0.48
2023-11-24,E08,7.05,5.34,15.7,929.0,8.52
2023-11-24,E08,6.87,6.32,13.6,941.1,7.66
2023-11-25,E01,7.89,8.99,10.6,383.6,0.05
2023-11-25,E03,7.63,7.75,5.6,441.9,0.71
2023-11-25,E04,7.8,7.39,13.8,489.8,1.54
2023-11-25,E04,7.46,7.56,7.4,464.7,1.69
2023-11-25,E05,7.35,7.01,8.4,499.5,2.46
2023-11-25,E06,7.32,6.07,15.0,666.8,2.91
2023-11-25,E07,7.52,6.07,3.7,836.7,5.21
2023-11-26,E01,7.57,8.73,5.5,314.0,0.11
2023-11-26,E01,7.84,8.72,5.6,322.8,0.05
2023-11-26,E05,7.38,7.13,8.2,542.9,2.34
2023-11-27,E01,7.51,8.6,4.1,301.9,0.41
2023-11-27,E03,7.56,7.76,8.1,404.1,1.21
2023-11-27,E08,7.07,5.84,15.4,971.6,8.41
2023-11-28,E02,7.54,8.34,7.7,395.0,0.33
2023-11-28,E06,7.31,6.0,13.4,693.5,3.42
2023-11-28,E06,7.02,6.58,8.1,626.0,3.08
2023-11-29,E01,7.47,8.38,7.7,292.6,0.72
2023-11-29,E02,7.63,8.8,12.1,388.2,0.97
2023-11-29,E03,7.9,8.61,6.4,366.3,0.83
2023-11-29,E04,7.51,8.0,4.4,498.9,1.04
2023-11-29,E06,7.04,6.28,10.4,666.8,3.71
2023-11-29,E08,7.2,5.98,11.9,910.3,9.01
2023-11-30,E02,7.32,8.48,14.2,340.0,0.55
2023-12-01,E03,7.78,7.93,20.2,364.5,1.02
2023-12-02,E01,7.84,8.5,14.6,266.5,0.05
2023-12-02,E05,7.38,6.57,16.8,487.3,1.9
2023-12-02,E06,7.05,6.27,14.1,632.1,3.85
2023-12-03,E03,7.46,7.47,13.3,425.1,1.18
2023-12-03,E06,7.1,6.13,18.2,643.7,4.44
2023-12-03,E08,7.07,5.63,15.8,886.8,9.71
2023-12-04,E01,8.1,8.41,12.2,273.5,0.05
2023-12-04,E02,7.7,7.55,12.3,346.4,0.84
2023-12-04,E06,7.42,6.24,17.6,593.0,4.2
2023-12-04,E08,7.0,5.56,25.0,926.2,9.32
2023-12-05,E02,7.86,7.71,13.6,298.2,0.57
2023-12-06,E08,6.96,5.63,19.3,957.2,9.08
2023-12-07,E04,7.64,7.07,6.2,458.9,1.72
2023-12-07,E04,7.3,6.9,13.6,490.3,1.43
2023-12-07,E06,7.66,6.35,17.6,630.3,3.91
2023-12-08,E06,7.03,6.0,14.1,594.7,4.46
2023-12-08,E07,7.32,6.4,18.8,776.3,6.57
2023-12-08,E07,7.29,6.07,15.3,771.8,6.78
2023-12-09,E03,7.53,8.2,18.6,404.9,1.32
2023-12-09,E03,7.57,7.48,19.5,394.3,1.33
2023-12-09,E05,7.39,6.75,16.6,533.1,2.52
2023-12-09,E06,7.44,5.71,16.3,629.1,3.86
2023-12-09,E08,7.09,4.31,17.7,911.5,9.4
2023-12-10,E01,7.76,8.58,11.9,320.6,0.78
2023-12-10,E02,7.62,7.56,10.0,312.9,0.57
2023-12-11,E03,7.58,7.38,15.3,431.8,0.61
2023-12-11,E03,7.44,8.06,14.3,412.4,0.81
2023-12-11,E04,7.14,7.36,17.2,402.7,1.95
2023-12-11,E07,7.47,6.3,18.6,746.0,6.78
2023-12-11,E07,7.28,6.35,15.9,749.7,6.31
2023-12-12,E01,7.83,8.77,10.0,268.6,1.05
2023-12-12,E04,7.39,7.51,16.0,468.6,1.61
2023-12-12,E04,7.47,7.39,19.3,419.2,1.14
2023-12-12,E04,7.21,7.35,12.0,436.9,1.22
2023-12-13,E02,7.42,8.17,11.8,328.2,0.32
2023-12-13,E04,8.11,7.05,15.5,517.6,1.72
2023-12-13,E05,7.5,6.89,19.6,533.9,1.88
2023-12-13,E08,7.05,4.95,18.6,915.4,9.54
2023-12-14,E02,7.7,8.35,15.1,287.8,0.78
2023-12-14,E03,7.53,7.97,11.2,357.6,0.99
2023-12-15,E01,7.86,8.77,10.2,277.5,0.51
2023-12-15,E08,7.58,5.45,20.4,965.2,9.43
2023-12-16,E02,7.66,7.71,12.3,328.6,0.62
2023-12-16,E04,7.4,7.97,18.3,429.5,1.58
2023-12-16,E05,7.2,6.1,16.8,506.6,2.9
2023-12-17,E03,7.28,7.67,16.4,379.5,0.87
2023-12-17,E03,7.66,7.95,11.6,411.8,0.95
2023-12-17,E05,7.54,7.24,21.0,524.9,1.42
2023-12-18,E02,7.97,8.53,15.7,357.3,1.21
2023-12-18,E05,6.98,7.12,14.7,597.1,2.26
2023-12-19,E02,7.69,8.11,13.0,333.3,0.95
2023-12-19,E04,7.8,6.7,14.0,490.0,1.27
2023-12-19,E07,7.09,6.02,17.8,724.0,6.57
